Date,Open,High,Low,Close,Adj Close,Volume
2023-05-20,0.345274,0.345735,0.340868,0.340360,0.340360,123431701
2023-05-21,0.340384,0.340514,0.336936,0.338671,0.338671,109774037
2023-05-22,0.338666,0.339633,0.331595,0.332961,0.332961,107729233
2023-05-23,0.332978,0.344881,0.330161,0.340399,0.340399,164610212
2023-05-24,0.340405,0.347119,0.339130,0.344013,0.344013,131772742
2023-05-25,0.344028,0.344089,0.335589,0.338648,0.338648,163013001
2023-05-26,0.338634,0.339117,0.331834,0.334232,0.334232,146471404
2023-05-27,0.334225,0.341425,0.330204,0.338153,0.338153,161733930
2023-05-28,0.338143,0.342203,0.337406,0.341779,0.341779,99458516
2023-05-29,0.341783,0.357893,0.341513,0.357233,0.357233,208336690
2023-05-30,0.357258,0.359663,0.351302,0.354115,0.354115,177483794
2023-05-31,0.354107,0.356856,0.350203,0.352169,0.352169,173921008
2023-06-01,0.352172,0.354459,0.348740,0.350123,0.350123,180773395
2023-06-02,0.350133,0.351087,0.337814,0.338954,0.338954,218570429
2023-06-03,0.338940,0.354152,0.337514,0.353108,0.353108,189237831
2023-06-04,0.353061,0.353109,0.349214,0.350984,0.350984,106487661
2023-06-05,0.350996,0.356552,0.350319,0.353088,0.353088,130796306
2023-06-06,0.353086,0.354245,0.325192,0.328641,0.328641,272800055
2023-06-07,0.328629,0.333455,0.317677,0.330616,0.330616,245200979
2023-06-08,0.330600,0.330600,0.298937,0.300995,0.300995,362662204
2023-06-09,0.300979,0.306631,0.297733,0.299713,0.299713,231832926
2023-06-10,0.299718,0.299869,0.271349,0.274818,0.274818,472660754
2023-06-11,0.274795,0.274795,0.214364,0.256841,0.256841,1202998136
2023-06-12,0.256704,0.259770,0.242072,0.253608,0.253608,472389009
2023-06-13,0.253565,0.265333,0.248349,0.255565,0.255565,400864011
2023-06-14,0.255570,0.265689,0.250027,0.254861,0.254861,296050714
2023-06-15,0.254866,0.256608,0.238375,0.242750,0.242750,225844895
2023-06-16,0.242757,0.244726,0.231495,0.239323,0.239323,234185125
2023-06-17,0.239334,0.243856,0.233701,0.240209,0.240209,160513573
2023-06-18,0.240211,0.249089,0.238364,0.243625,0.243625,156725914
2023-06-19,0.243621,0.245030,0.237786,0.238464,0.238464,124689200
2023-06-20,0.238468,0.240964,0.236207,0.240805,0.240805,130006875
